"";"levelName";"pathString";"word"
"1065";" ¦   ¦--77f1a594-0cf3-4428-8519-22aa272dddde        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/add4437a-068b-4ec6-8c61-8144661832e9/77f1a594-0cf3-4428-8519-22aa272dddde";"and"
"1066";" ¦   ¦--479e13d7-b7a3-4712-a6c3-1d3db132cd9f        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/add4437a-068b-4ec6-8c61-8144661832e9/479e13d7-b7a3-4712-a6c3-1d3db132cd9f";"on"
"1067";" ¦   ¦--d08ccb6e-54cb-4bdf-9085-5354a3560e11        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/add4437a-068b-4ec6-8c61-8144661832e9/d08ccb6e-54cb-4bdf-9085-5354a3560e11";"the"
"1068";" ¦   ¦--941ffecf-a948-4675-b7ac-85aa39737981        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/add4437a-068b-4ec6-8c61-8144661832e9/941ffecf-a948-4675-b7ac-85aa39737981";"in"
"1069";" ¦   ¦--61117e8d-aab1-4da8-b47e-07291c186355        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/add4437a-068b-4ec6-8c61-8144661832e9/61117e8d-aab1-4da8-b47e-07291c186355";"a"
"1070";" ¦   ¦--10665668-be7f-4f42-80b1-b9630c7f1310        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/add4437a-068b-4ec6-8c61-8144661832e9/10665668-be7f-4f42-80b1-b9630c7f1310";"at"
"1071";" ¦   °--316a77a9-45a3-4d56-8d44-89674f4387a2        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/add4437a-068b-4ec6-8c61-8144661832e9/316a77a9-45a3-4d56-8d44-89674f4387a2";"my"
"1072";" ¦--64618046-046f-4e00-a35b-013a6580dd04            ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/64618046-046f-4e00-a35b-013a6580dd04";"out"
"1073";" ¦   ¦--46b64862-8ef7-4d2c-ab42-d88e78710cb3        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/64618046-046f-4e00-a35b-013a6580dd04/46b64862-8ef7-4d2c-ab42-d88e78710cb3";"of"
"1074";" ¦   ¦   °--4101a89b-6830-421e-a321-4be8a27563e9    ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/64618046-046f-4e00-a35b-013a6580dd04/46b64862-8ef7-4d2c-ab42-d88e78710cb3/4101a89b-6830-421e-a321-4be8a27563e9";"the"
"1075";" ¦   ¦--0ea94d86-0c7e-46e0-bcb7-4911783589d7        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/64618046-046f-4e00-a35b-013a6580dd04/0ea94d86-0c7e-46e0-bcb7-4911783589d7";"to"
"1076";" ¦   ¦--22dbff18-2fca-47be-96f5-a77246d96ef1        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/64618046-046f-4e00-a35b-013a6580dd04/22dbff18-2fca-47be-96f5-a77246d96ef1";"the"
"1077";" ¦   ¦--95c23d2d-b9f3-424a-812c-00b022c65701        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/64618046-046f-4e00-a35b-013a6580dd04/95c23d2d-b9f3-424a-812c-00b022c65701";"there"
"1078";" ¦   ¦--b380b73a-820b-40e2-9f87-edc0a314062c        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/64618046-046f-4e00-a35b-013a6580dd04/b380b73a-820b-40e2-9f87-edc0a314062c";"for"
"1079";" ¦   ¦--b2989828-733c-4dc6-9133-41c24c1618dc        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/64618046-046f-4e00-a35b-013a6580dd04/b2989828-733c-4dc6-9133-41c24c1618dc";"and"
"1080";" ¦   ¦--f87e74bf-3d23-4af3-965c-3cd1516c8374        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/64618046-046f-4e00-a35b-013a6580dd04/f87e74bf-3d23-4af3-965c-3cd1516c8374";"with"
"1081";" ¦   ¦--99b9c770-0350-4aec-bce7-c002a6c44d06        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/64618046-046f-4e00-a35b-013a6580dd04/99b9c770-0350-4aec-bce7-c002a6c44d06";"on"
"1082";" ¦   ¦--82535b5b-e19e-4cdd-b924-914dbf32476b        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/64618046-046f-4e00-a35b-013a6580dd04/82535b5b-e19e-4cdd-b924-914dbf32476b";"in"
"1083";" ¦   ¦--ba5c086e-d9fa-42cf-8627-1f6ab2e3cf6e        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/64618046-046f-4e00-a35b-013a6580dd04/ba5c086e-d9fa-42cf-8627-1f6ab2e3cf6e";"my"
"1084";" ¦   ¦--c71a4d89-cda8-456f-bcfe-60dfa851d34e        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/64618046-046f-4e00-a35b-013a6580dd04/c71a4d89-cda8-456f-bcfe-60dfa851d34e";"a"
"1085";" ¦   ¦--b5d348b6-a478-4af7-814b-bf79456a0be9        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/64618046-046f-4e00-a35b-013a6580dd04/b5d348b6-a478-4af7-814b-bf79456a0be9";"our"
"1086";" ¦   ¦--1e17dc22-cb4a-4b26-b8b4-7000dee4788a        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/64618046-046f-4e00-a35b-013a6580dd04/1e17dc22-cb4a-4b26-b8b4-7000dee4788a";"at"
"1087";" ¦   °--67574f44-8f31-4db2-9a8c-57bbcc499f77        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/64618046-046f-4e00-a35b-013a6580dd04/67574f44-8f31-4db2-9a8c-57bbcc499f77";"i"
"1088";" ¦--1c28f5fa-df3b-48c0-bb21-c1daf662659c            ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/1c28f5fa-df3b-48c0-bb21-c1daf662659c";"get"
"1089";" ¦   ¦--75d7a517-ab96-4b2e-988d-5283f9e9199b        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/1c28f5fa-df3b-48c0-bb21-c1daf662659c/75d7a517-ab96-4b2e-988d-5283f9e9199b";"a"
"1090";" ¦   ¦--2a86d577-3be5-442e-809b-04b1f07feec5        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/1c28f5fa-df3b-48c0-bb21-c1daf662659c/2a86d577-3be5-442e-809b-04b1f07feec5";"to"
"1091";" ¦   ¦--be83ad89-3656-4f35-8583-ebbb39c83a5f        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/1c28f5fa-df3b-48c0-bb21-c1daf662659c/be83ad89-3656-4f35-8583-ebbb39c83a5f";"it"
"1092";" ¦   ¦--be67ed0f-2936-4aec-a4fd-869035bf1855        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/1c28f5fa-df3b-48c0-bb21-c1daf662659c/be67ed0f-2936-4aec-a4fd-869035bf1855";"the"
"1093";" ¦   ¦--133be430-ef7c-48e3-b1af-dc141c063a51        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/1c28f5fa-df3b-48c0-bb21-c1daf662659c/133be430-ef7c-48e3-b1af-dc141c063a51";"your"
"1094";" ¦   ¦--b008ba44-3288-4da6-b1aa-ca04b1c1f73b        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/1c28f5fa-df3b-48c0-bb21-c1daf662659c/b008ba44-3288-4da6-b1aa-ca04b1c1f73b";"my"
"1095";" ¦   ¦--ed3a8605-9684-4835-aa10-c55deb15b865        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/1c28f5fa-df3b-48c0-bb21-c1daf662659c/ed3a8605-9684-4835-aa10-c55deb15b865";"some"
"1096";" ¦   ¦--58a80760-50d0-47b5-a991-83f331cf6f74        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/1c28f5fa-df3b-48c0-bb21-c1daf662659c/58a80760-50d0-47b5-a991-83f331cf6f74";"out"
"1097";" ¦   ¦--c6c77fd4-364f-4bd9-a428-c2ce78fa9665        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/1c28f5fa-df3b-48c0-bb21-c1daf662659c/c6c77fd4-364f-4bd9-a428-c2ce78fa9665";"in"
"1098";" ¦   ¦--646feca3-53ec-4b86-9f41-017c2d7be431        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/1c28f5fa-df3b-48c0-bb21-c1daf662659c/646feca3-53ec-4b86-9f41-017c2d7be431";"back"
"1099";" ¦   ¦--f18a905a-f725-48de-8faf-9fdd94618d72        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/1c28f5fa-df3b-48c0-bb21-c1daf662659c/f18a905a-f725-48de-8faf-9fdd94618d72";"on"
"1100";" ¦   ¦--408cbbac-5b1d-443b-9055-4935cbd82975        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/1c28f5fa-df3b-48c0-bb21-c1daf662659c/408cbbac-5b1d-443b-9055-4935cbd82975";"me"
"1101";" ¦   ¦--f3db1eb6-0099-4cd8-a19d-51c169e5fe25        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/1c28f5fa-df3b-48c0-bb21-c1daf662659c/f3db1eb6-0099-4cd8-a19d-51c169e5fe25";"you"
"1102";" ¦   ¦--7a58d4c4-6e67-44bf-a54d-d42ae2200365        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/1c28f5fa-df3b-48c0-bb21-c1daf662659c/7a58d4c4-6e67-44bf-a54d-d42ae2200365";"ready"
"1103";" ¦   ¦--b1031fc1-d6de-4544-a5f1-edb0b313b9f5        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/1c28f5fa-df3b-48c0-bb21-c1daf662659c/b1031fc1-d6de-4544-a5f1-edb0b313b9f5";"up"
"1104";" ¦   ¦--bb990cfe-834b-4439-ad70-19f9a9c7b70c        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/1c28f5fa-df3b-48c0-bb21-c1daf662659c/bb990cfe-834b-4439-ad70-19f9a9c7b70c";"that"
"1105";" ¦   °--aeea7514-4a36-4cd5-965a-37b3d2f49de1        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/1c28f5fa-df3b-48c0-bb21-c1daf662659c/aeea7514-4a36-4cd5-965a-37b3d2f49de1";"this"
"1106";" ¦--16e4c3c0-93eb-487b-a7c4-1f9f9f08e715            ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/16e4c3c0-93eb-487b-a7c4-1f9f9f08e715";"what"
"1107";" ¦   ¦--0d2b3a8e-2144-4d0f-859b-97086518056b        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/16e4c3c0-93eb-487b-a7c4-1f9f9f08e715/0d2b3a8e-2144-4d0f-859b-97086518056b";"you"
"1108";" ¦   ¦--a8413975-e272-432c-b902-3b0a94b95dea        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/16e4c3c0-93eb-487b-a7c4-1f9f9f08e715/a8413975-e272-432c-b902-3b0a94b95dea";"i"
"1109";" ¦   ¦--336510c5-e62c-46af-87e2-97d66f4f27d7        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/16e4c3c0-93eb-487b-a7c4-1f9f9f08e715/336510c5-e62c-46af-87e2-97d66f4f27d7";"a"
"1110";" ¦   ¦--14245bc8-e1c3-42ca-ba1a-216fa0c7eb85        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/16e4c3c0-93eb-487b-a7c4-1f9f9f08e715/14245bc8-e1c3-42ca-ba1a-216fa0c7eb85";"is"
"1111";" ¦   ¦--8fe657be-8a1c-4418-a8a9-011bfa175bfd        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/16e4c3c0-93eb-487b-a7c4-1f9f9f08e715/8fe657be-8a1c-4418-a8a9-011bfa175bfd";"are"
"1112";" ¦   ¦--e37b8350-5ef5-40f9-9626-9b2fd6ee087a        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/16e4c3c0-93eb-487b-a7c4-1f9f9f08e715/e37b8350-5ef5-40f9-9626-9b2fd6ee087a";"do"
"1113";" ¦   ¦--cc75a926-5847-4388-9510-0cb0f34217a0        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/16e4c3c0-93eb-487b-a7c4-1f9f9f08e715/cc75a926-5847-4388-9510-0cb0f34217a0";"the"
"1114";" ¦   ¦--dc7621dd-5967-46ec-85a8-c0bbda4e7c0a        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/16e4c3c0-93eb-487b-a7c4-1f9f9f08e715/dc7621dd-5967-46ec-85a8-c0bbda4e7c0a";"to"
"1115";" ¦   ¦--3a400ade-8025-4000-9116-f40e0f336783        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/16e4c3c0-93eb-487b-a7c4-1f9f9f08e715/3a400ade-8025-4000-9116-f40e0f336783";"we"
"1116";" ¦   ¦--c47cd270-23ef-4045-a8fe-b3b9fd9c695f        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/16e4c3c0-93eb-487b-a7c4-1f9f9f08e715/c47cd270-23ef-4045-a8fe-b3b9fd9c695f";"it"
"1117";" ¦   ¦--0bd711ca-7713-4413-886e-f047bd057ed4        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/16e4c3c0-93eb-487b-a7c4-1f9f9f08e715/0bd711ca-7713-4413-886e-f047bd057ed4";"they"
"1118";" ¦   ¦--074b6ce0-64db-4fe1-b55f-807c521a0430        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/16e4c3c0-93eb-487b-a7c4-1f9f9f08e715/074b6ce0-64db-4fe1-b55f-807c521a0430";"happened"
"1119";" ¦   ¦--183718b1-d3d9-43f6-a3d8-84d0dcf34cd7        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/16e4c3c0-93eb-487b-a7c4-1f9f9f08e715/183718b1-d3d9-43f6-a3d8-84d0dcf34cd7";"did"
"1120";" ¦   ¦--06162a60-f4b0-42c7-a61b-a14a6364f6d1        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/16e4c3c0-93eb-487b-a7c4-1f9f9f08e715/06162a60-f4b0-42c7-a61b-a14a6364f6d1";"about"
"1121";" ¦   ¦--670b2510-ef7b-42f8-bef3-4e982c4f1489        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/16e4c3c0-93eb-487b-a7c4-1f9f9f08e715/670b2510-ef7b-42f8-bef3-4e982c4f1489";"would"
"1122";" ¦   ¦--0e2f0419-898f-45dd-8c1e-b8f37a7933ac        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/16e4c3c0-93eb-487b-a7c4-1f9f9f08e715/0e2f0419-898f-45dd-8c1e-b8f37a7933ac";"was"
"1123";" ¦   ¦--e7170f1a-52c4-4abc-86fd-172ea5a6d8b3        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/16e4c3c0-93eb-487b-a7c4-1f9f9f08e715/e7170f1a-52c4-4abc-86fd-172ea5a6d8b3";"i'm"
"1124";" ¦   ¦--e292593e-c5d2-4d77-a24e-022477b6bc8f        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/16e4c3c0-93eb-487b-a7c4-1f9f9f08e715/e292593e-c5d2-4d77-a24e-022477b6bc8f";"u"
"1125";" ¦   °--bb7ce239-0cdc-4eb8-a0c6-0e1cce8601c4        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/16e4c3c0-93eb-487b-a7c4-1f9f9f08e715/bb7ce239-0cdc-4eb8-a0c6-0e1cce8601c4";"does"
"1126";" ¦--6486d257-2834-45bf-8aa8-e1c03bbec381            ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/6486d257-2834-45bf-8aa8-e1c03bbec381";"do"
"1127";" ¦   ¦--5ac1b1a9-3520-4e3a-89a8-baf4162521af        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/6486d257-2834-45bf-8aa8-e1c03bbec381/5ac1b1a9-3520-4e3a-89a8-baf4162521af";"you"
"1128";" ¦   ¦   ¦--50edd62c-06a8-4a76-86c5-9863e14982e2    ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/6486d257-2834-45bf-8aa8-e1c03bbec381/5ac1b1a9-3520-4e3a-89a8-baf4162521af/50edd62c-06a8-4a76-86c5-9863e14982e2";"have"
"1129";" ¦   ¦   ¦--5683da55-7911-42f3-bd00-97ae340b4b23    ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/6486d257-2834-45bf-8aa8-e1c03bbec381/5ac1b1a9-3520-4e3a-89a8-baf4162521af/5683da55-7911-42f3-bd00-97ae340b4b23";"think"
"1130";" ¦   ¦   °--a796e752-c4f1-424d-99fb-0fa8e30ce5dc    ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/6486d257-2834-45bf-8aa8-e1c03bbec381/5ac1b1a9-3520-4e3a-89a8-baf4162521af/a796e752-c4f1-424d-99fb-0fa8e30ce5dc";"know"
"1131";" ¦   ¦--0791aa91-75d0-4ff1-8285-d05ecfa454eb        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/6486d257-2834-45bf-8aa8-e1c03bbec381/0791aa91-75d0-4ff1-8285-d05ecfa454eb";"it"
"1132";" ¦   ¦--3c1a1dd1-bcbd-4d73-a498-f83638906de2        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/6486d257-2834-45bf-8aa8-e1c03bbec381/3c1a1dd1-bcbd-4d73-a498-f83638906de2";"i"
"1133";" ¦   ¦--10643eba-841c-4512-b035-b60e121930a3        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/6486d257-2834-45bf-8aa8-e1c03bbec381/10643eba-841c-4512-b035-b60e121930a3";"not"
"1134";" ¦   ¦--af2fa8de-d909-4fb2-82a5-028d5eb89fb9        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/6486d257-2834-45bf-8aa8-e1c03bbec381/af2fa8de-d909-4fb2-82a5-028d5eb89fb9";"that"
"1135";" ¦   ¦--2f9e1a24-578f-4295-894d-653f9e616cfe        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/6486d257-2834-45bf-8aa8-e1c03bbec381/2f9e1a24-578f-4295-894d-653f9e616cfe";"the"
"1136";" ¦   ¦--3e92000c-7c53-4821-9f84-01bdc4593468        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/6486d257-2834-45bf-8aa8-e1c03bbec381/3e92000c-7c53-4821-9f84-01bdc4593468";"a"
"1137";" ¦   ¦--4ac34ff7-8212-4697-bd67-2b3465d87eac        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/6486d257-2834-45bf-8aa8-e1c03bbec381/4ac34ff7-8212-4697-bd67-2b3465d87eac";"u"
"1138";" ¦   ¦--9a9f0b80-a079-4070-aff5-555dde33e3be        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/6486d257-2834-45bf-8aa8-e1c03bbec381/9a9f0b80-a079-4070-aff5-555dde33e3be";"this"
"1139";" ¦   ¦--7433d927-932a-4a0b-ba04-5518454fe31a        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/6486d257-2834-45bf-8aa8-e1c03bbec381/7433d927-932a-4a0b-ba04-5518454fe31a";"with"
"1140";" ¦   ¦--e61303a8-c6b0-4ad8-a624-8d0420f22c34        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/6486d257-2834-45bf-8aa8-e1c03bbec381/e61303a8-c6b0-4ad8-a624-8d0420f22c34";"we"
"1141";" ¦   ¦--c3f505b5-6867-4839-a4ad-1b399f37d508        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/6486d257-2834-45bf-8aa8-e1c03bbec381/c3f505b5-6867-4839-a4ad-1b399f37d508";"something"
"1142";" ¦   ¦--a2cd2c5e-fa66-4b27-aa8a-17873347dccf        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/6486d257-2834-45bf-8aa8-e1c03bbec381/a2cd2c5e-fa66-4b27-aa8a-17873347dccf";"is"
"1143";" ¦   ¦--4f1bdbe9-3513-4089-bd84-e339aae47f63        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/6486d257-2834-45bf-8aa8-e1c03bbec381/4f1bdbe9-3513-4089-bd84-e339aae47f63";"what"
"1144";" ¦   °--d083cb27-1122-4ed2-bb90-bab8fe09a9c1        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/6486d257-2834-45bf-8aa8-e1c03bbec381/d083cb27-1122-4ed2-bb90-bab8fe09a9c1";"anything"
"1145";" ¦--a9506565-af91-44a2-afff-8ce261e4f6f3            ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/a9506565-af91-44a2-afff-8ce261e4f6f3";"love"
"1146";" ¦   ¦--d00a0573-de3a-434c-879a-c12f34c27664        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/a9506565-af91-44a2-afff-8ce261e4f6f3/d00a0573-de3a-434c-879a-c12f34c27664";"you"
"1147";" ¦   ¦--5f597996-f6aa-41b1-b584-9f3effc7fa44        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/a9506565-af91-44a2-afff-8ce261e4f6f3/5f597996-f6aa-41b1-b584-9f3effc7fa44";"to"
"1148";" ¦   ¦--da89bfd7-f8bf-4b17-8844-c20365aeec2b        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/a9506565-af91-44a2-afff-8ce261e4f6f3/da89bfd7-f8bf-4b17-8844-c20365aeec2b";"it"
"1149";" ¦   ¦--00610dd9-9eaf-4d28-978e-8f76808da5b9        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/a9506565-af91-44a2-afff-8ce261e4f6f3/00610dd9-9eaf-4d28-978e-8f76808da5b9";"the"
"1150";" ¦   ¦--a24e1435-4ad9-406a-95c7-f4453e4d5aa1        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/a9506565-af91-44a2-afff-8ce261e4f6f3/a24e1435-4ad9-406a-95c7-f4453e4d5aa1";"that"
"1151";" ¦   ¦--6ccbfb0e-21c7-4e5d-920b-75094f246ed4        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/a9506565-af91-44a2-afff-8ce261e4f6f3/6ccbfb0e-21c7-4e5d-920b-75094f246ed4";"your"
"1152";" ¦   ¦--fe9f1674-cf89-41dc-8b5f-c7930bc68e94        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/a9506565-af91-44a2-afff-8ce261e4f6f3/fe9f1674-cf89-41dc-8b5f-c7930bc68e94";"my"
"1153";" ¦   ¦--d877c635-3f12-43c8-a71a-df22d095a52c        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/a9506565-af91-44a2-afff-8ce261e4f6f3/d877c635-3f12-43c8-a71a-df22d095a52c";"this"
"1154";" ¦   ¦--12365e6b-482e-4d7d-aa2a-1715d91b96bc        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/a9506565-af91-44a2-afff-8ce261e4f6f3/12365e6b-482e-4d7d-aa2a-1715d91b96bc";"u"
"1155";" ¦   ¦--928fc303-a135-4ea9-98c8-a048197c9144        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/a9506565-af91-44a2-afff-8ce261e4f6f3/928fc303-a135-4ea9-98c8-a048197c9144";"with"
"1156";" ¦   ¦--2c171bb7-4f98-4975-8134-e9184df4ff5d        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/a9506565-af91-44a2-afff-8ce261e4f6f3/2c171bb7-4f98-4975-8134-e9184df4ff5d";"and"
"1157";" ¦   ¦--93448b6f-b06f-4d75-8614-aad8b0d48fc8        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/a9506565-af91-44a2-afff-8ce261e4f6f3/93448b6f-b06f-4d75-8614-aad8b0d48fc8";"is"
"1158";" ¦   ¦--29984f58-377a-4243-a37c-1a47712b6c0a        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/a9506565-af91-44a2-afff-8ce261e4f6f3/29984f58-377a-4243-a37c-1a47712b6c0a";"me"
"1159";" ¦   °--55f840a5-b229-476f-a4b2-d17c8d1329d2        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/a9506565-af91-44a2-afff-8ce261e4f6f3/55f840a5-b229-476f-a4b2-d17c8d1329d2";"how"
"1160";" ¦--be24e9d0-b32a-4c4e-ab06-1a2478a3b47e            ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/be24e9d0-b32a-4c4e-ab06-1a2478a3b47e";"if"
"1161";" ¦   ¦--c2f215af-18a5-42cc-a9ee-6ee8d795481e        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/be24e9d0-b32a-4c4e-ab06-1a2478a3b47e/c2f215af-18a5-42cc-a9ee-6ee8d795481e";"you"
"1162";" ¦   ¦   ¦--38396e2b-4706-43b7-aeac-4769de0bc87f    ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/be24e9d0-b32a-4c4e-ab06-1a2478a3b47e/c2f215af-18a5-42cc-a9ee-6ee8d795481e/38396e2b-4706-43b7-aeac-4769de0bc87f";"want"
"1163";" ¦   ¦   ¦--0675083e-a7bb-452a-a734-610a8673e1f7    ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/be24e9d0-b32a-4c4e-ab06-1a2478a3b47e/c2f215af-18a5-42cc-a9ee-6ee8d795481e/0675083e-a7bb-452a-a734-610a8673e1f7";"are"
"1164";" ¦   ¦   ¦--8fa89329-d925-4d15-aaf3-339f612897f2    ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/be24e9d0-b32a-4c4e-ab06-1a2478a3b47e/c2f215af-18a5-42cc-a9ee-6ee8d795481e/8fa89329-d925-4d15-aaf3-339f612897f2";"have"
"1165";" ¦   ¦   ¦--42985e2e-2849-44ed-93da-54f873c69922    ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/be24e9d0-b32a-4c4e-ab06-1a2478a3b47e/c2f215af-18a5-42cc-a9ee-6ee8d795481e/42985e2e-2849-44ed-93da-54f873c69922";"don't"
"1166";" ¦   ¦   °--4bd07491-59cb-4e67-b9c3-413caedc1a07    ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/be24e9d0-b32a-4c4e-ab06-1a2478a3b47e/c2f215af-18a5-42cc-a9ee-6ee8d795481e/4bd07491-59cb-4e67-b9c3-413caedc1a07";"need"
"1167";" ¦   ¦--2d28850c-ea18-4230-b7e0-303540338951        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/be24e9d0-b32a-4c4e-ab06-1a2478a3b47e/2d28850c-ea18-4230-b7e0-303540338951";"i"
"1168";" ¦   ¦--f7218fd8-772d-4619-b7f7-8c04519a7aca        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/be24e9d0-b32a-4c4e-ab06-1a2478a3b47e/f7218fd8-772d-4619-b7f7-8c04519a7aca";"you're"
"1169";" ¦   ¦--0fa57983-c610-424a-986d-979b129e727b        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/be24e9d0-b32a-4c4e-ab06-1a2478a3b47e/0fa57983-c610-424a-986d-979b129e727b";"u"
"1170";" ¦   ¦--57e55f3b-0073-4c47-bec3-05bc1e560e9d        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/be24e9d0-b32a-4c4e-ab06-1a2478a3b47e/57e55f3b-0073-4c47-bec3-05bc1e560e9d";"it"
"1171";" ¦   ¦--6a99fe94-94e8-4ecb-9f25-e083a485fa8b        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/be24e9d0-b32a-4c4e-ab06-1a2478a3b47e/6a99fe94-94e8-4ecb-9f25-e083a485fa8b";"they"
"1172";" ¦   ¦--e30d76a9-fc5c-4c0a-abeb-a0c4064db337        ";"4ed8cec1-d8fc-4045-b44f-811af84983d2/be24e9d0-b32a-4c4e-ab06-1a2478a3b47e/e30d76a9-fc5c-4c0a-abeb-a0c4064db337";"the"
